樣品編號,食品分類,樣品名稱,修正熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),總碳水化合物(g),膳食纖維(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),維生素A總量(IU),維生素E總量(mg),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素C(mg)
D1900203,水果類,黑美人西瓜,36,89.7,0.9,0.1,9.1,0.3,2,111,11,13,0.2,0.2,281,0.06,0.05,0.02,0.54,0.13,6.5
D1900204,水果類,鳳光西瓜,27,92.3,0.7,0.2,6.5,0.5,1,162,4,12,0.2,0,1353,0.07,0.05,0.08,0.08,0.09,7.1
D1900301,水果類,無子西瓜,32,90.5,0.9,0,8.2,0.6,1,150,15,16,0.3,0.4,612,0.07,0.05,0.03,0.24,0.04,7.9
D19004,水果類,西瓜平均值(黃肉小瓜),29,91.7,0.7,0.1,7.3,0.3,2,99,9,11,0.2,0.3,1,0.11,0.03,0.03,0.12,0.06,5.4
D1900401,水果類,小玉西瓜,34,90.2,0.8,0.1,8.6,0.3,2,94,5,12,0.3,0.2,2,0.04,0.02,0.03,0.05,0.04,6.7
D1900402,水果類,金蘭西瓜,23,93.2,0.6,0,6.0,0.2,1,103,14,11,0.2,0.3,0,0.18,0.04,0.02,0.19,0.08,4.1
D1900501,水果類,嘉寶瓜,40,88.7,0.8,0.2,10,0.4,9,80,3,7,0.5,0.2,3968,0,0.03,0.03,0.07,0,6.9
D20001,水果類,甜瓜平均值(光皮洋香瓜),29,91.4,0.9,0.1,7.2,0.6,13,225,9,9,0.3,0.3,112,0.13,0.02,0.02,0.32,0.08,10.8
D2000101,水果類,太陽洋香瓜,32,90.5,1.2,0,7.8,0.1,3,281,3,7,0.4,0.3,0,0.12,0.02,0.02,0.41,0.10,6.8
D2000102,水果類,狀元瓜,26,92.0,0.7,0.1,6.6,0.8,18,219,13,12,0.2,0.2,242,0.10,0.01,0.01,0.34,0.05,12.2
D2000103,水果類,蜜世界洋香瓜,27,91.6,0.7,0.1,7.1,0.9,19,176,10,7,0.4,0.5,94,0.15,0.03,0.01,0.19,0.10,13.4
D20002,水果類,甜瓜平均值(東洋系脆瓜),36,89.3,1.0,0.2,8.9,0.5,9,330,8,11,0.3,0.3,76,0.19,0.04,0.03,0.72,0.09,19.8
D2000201,水果類,美濃瓜,36,89.3,1.1,0.2,8.8,0.5,8,338,10,12,0.3,0.3,27,0.20,0.04,0.03,0.70,0.08,22.9
D2000202,水果類,黃香瓜,30,91.0,0.6,0.2,7.5,0.6,16,240,7,7,0.2,0.2,200,0,0.01,0.04,0.50,0.05,18.0
D2000203,水果類,嘉玉甜瓜,42,87.6,1.3,0.1,10.4,0.6,4,413,6,13,0.3,0.3,0,0.18,0.05,0.02,0.95,0.14,18.7
D2000301,水果類,新世紀哈密瓜,38,88.7,0.7,0,10.1,0.5,9,259,10,12,0.2,0.1,607,0.13,0.02,0.02,0.27,0.14,24.7
D2000302,水果類,新疆哈蜜瓜,27,91.8,0.7,0.1,6.9,0.7,29,190,15,14,0.3,0.3,3425,0,0.02,0.01,0.35,0.02,25.5
D20004,水果類,甜瓜平均值(網紋洋香瓜),36,89.3,0.9,0,9.3,0.6,13,270,8,14,0.5,0.4,1080,0.25,0.04,0.03,0.25,0.12,15.2
D2000401,水果類,七股香洋香瓜,39,88.4,0.6,0.1,10.5,0.6,9,323,5,14,0.7,0.5,1440,0.11,0.06,0.02,0.31,0.13,16.3
D2000402,水果類,天香洋香瓜,44,87.1,0.8,0,11.6,0.5,9,241,8,15,0.4,0.4,0,0.13,0.04,0.03,0.38,0.15,13.8
D2000403,水果類,秋香洋香瓜,33,90,1.0,0,8.4,0.5,16,232,10,16,0.3,0.3,751,0.06,0.04,0.03,0.32,0.11,14.6
D2000404,水果類,紅寶石洋香瓜,38,88.6,1.2,0,9.6,0.6,14,260,11,15,0.5,0.4,2242,0.12,0.06,0.02,0.40,0.07,12.6
D2000405,水果類,香華洋香瓜,30,91.2,0.7,0,7.7,0.4,20,184,5,10,0.6,0.3,29,0.10,0.02,0.02,0.11,0.06,15.5
D2000406,水果類,藍寶石洋香瓜,32,90.2,1.1,0,8.2,1.0,12,378,12,14,0.5,0.4,2019,0.95,0.04,0.02,0,0.20,18.7
D2100101,水果類,土芒果,53,84.9,0.6,0.3,13.8,1.0,2,140,8,10,0.4,0.2,955,1.07,0.05,0.06,0.85,0.09,14.3
D21002,水果類,芒果平均值(西洋種),48,86.0,0.6,0.2,13.0,1.2,5,119,8,9,0.3,0.2,1865,1.20,0.05,0.05,0.50,0.11,22.7
D2100201,水果類,肯特芒果,48,86.3,0.5,0.2,12.7,1.2,17,140,6,11,0.2,0.3,568,1.00,0.11,0.04,0.50,0.17,17.5
D2100202,水果類,海頓芒果,57,83.3,0.4,0.2,15.7,1.7,4,120,6,10,0.2,0.2,5333,0,0.01,0.04,0.70,0,16.0
D2100203,水果類,凱特芒果,48,86.0,1.1,0.2,12.5,1.0,1,115,9,9,1.0,0.4,680,1.01,0.05,0.05,0.46,0.08,17.3
D2100204,水果類,愛文芒果,41,88.2,0.4,0.2,11.0,0.9,1,106,6,7,0.1,0.1,1920,1.25,0.03,0.04,0.26,0.08,23.5
D2100205,水果類,聖心芒果,48,86.3,0.5,0.2,12.9,1.3,0,112,12,7,0,0,823,1.54,0.04,0.07,0.57,0.11,38.9
D2100301,水果類,黑香芒果,64,81.6,0.8,0.3,16.9,1.3,0,165,12,16,0.3,0.3,2239,1.07,0.06,0.07,0.87,0.35,5.0
D21004,水果類,芒果平均值(新興種),54,84.5,0.6,0.2,14.4,1.1,1,147,10,12,0.2,0.3,966,1.46,0.05,0.04,0.84,0.20,13.9
D2100401,水果類,四季芒果,57,83.2,0.6,0.2,15.6,1.8,0,145,8,12,0.2,0.4,1237,1.10,0.07,0.05,0.72,0.15,15.6
D2100402,水果類,玉文芒果,61,82.9,0.5,0.3,16.1,0.7,0,121,8,10,0.6,0.3,303,1.79,0.05,0.03,0.01,0.03,26.0
D2100403,水果類,金煌芒果,49,85.6,0.8,0.2,13.0,1.4,8,104,6,9,0.1,0.1,1308,1.54,0.03,0.04,0.20,0.17,8.4
D2100404,水果類,金蜜芒果,62,82.3,0.6,0.4,16.3,1.1,1,296,20,26,0.3,0.4,212,1.20,0.04,0.05,0.47,0.23,24.0
D2100405,水果類,金興芒果,40,88.5,0.6,0.1,10.6,0.6,0,124,7,12,0,0.2,1581,1.06,0.07,0,1.81,0.30,2.3
D2100406,水果類,香水芒果,63,81.8,0.6,0.2,17.1,1.4,0,143,10,9,0.1,0.2,1459,2.44,0.06,0.05,0.63,0.18,15.5
D2100407,水果類,蓮花芒果,46,86.8,0.4,0.2,12.2,0.8,0,95,9,9,0,0.4,657,1.07,0.03,0.04,2.03,0.35,5.9
D22001,水果類,荔枝平均值,64,81.8,1.0,0.2,16.5,0.8,1,185,4,14,0.1,0.3,0,0.17,0.03,0.06,0.42,0.09,52.3
D2200101,水果類,玉荷苞荔枝,67,80.9,1.2,0.2,17.3,0.8,0,190,2,14,0.1,0.2,1,0.24,0.03,0.06,0.47,0.10,60.4
D2200102,水果類,黑葉仔荔枝,60,82.7,0.9,0.2,15.8,0.9,2,180,6,15,0.2,0.5,0,0.09,0.02,0.05,0.37,0.07,44.3
D2200201,水果類,冷凍荔枝,27,91.9,0.4,0.1,7.2,0.6,9,130,4,12,0.2,0.2,0,0,0,0.04,0.38,0.02,39.9
D2300101,水果類,龍眼,70,79.7,1.1,0.5,17.9,1.8,3,282,5,9,0.4,0.3,0,0.09,0.01,0.14,0.61,0.11,95.4
D2310101,水果類,龍眼乾,273,18.2,5.1,0.7,70.7,2.9,5,1235,49,48,1.3,0.7,0,0.26,0.03,0.42,2.78,0.35,0.2
D2310201,水果類,帶殼龍眼乾,274,19.7,4.6,0.1,72.9,3.1,0,1044,30,31,0.9,0.6,0,0.23,0.02,0.46,1.99,0.77,0.0
D24001,水果類,李子平均值(青皮黃肉),45,86.9,0.7,0.4,11.7,1.5,0,152,4,7,0.2,0.3,85,0.58,0.02,0.02,0.25,0.17,1.9
D2400101,水果類,加州青李,44,86.8,0.6,0.2,12.0,1.8,0,163,4,8,0,0.5,69,0.72,0.02,0.02,0.42,0.30,1.1
D2400102,水果類,翡翠李,46,87.0,0.7,0.5,11.4,1.3,0,140,4,7,0.4,0.2,101,0.44,0.02,0.02,0.07,0.04,2.8
D24002,水果類,李子平均值(紅皮紅肉),37,89.0,0.6,0.3,9.6,1.7,0,148,5,6,0.5,0.4,547,0.86,0.02,0.03,0.08,0.02,2.4
D2400201,水果類,紅肉李(大),38,88.9,0.5,0.3,10,1.5,0,140,5,6,0.2,0.4,678,0.91,0.01,0.03,0.15,0.04,2.1
D2400202,水果類,紅肉李(小),35,89.2,0.7,0.3,9.2,1.8,0,156,5,6,0.9,0.5,416,0.81,0.02,0.02,0,0.01,2.7
D24003,水果類,李子平均值(紅皮黃肉),45,86.7,0.7,0.3,11.9,1.5,1,155,6,7,0.2,0.3,327,0.39,0.02,0.02,0.18,0.04,4.1
D2400301,水果類,加州紅李(台灣),42,88.2,0.3,0.6,10.6,1.7,0,105,6,6,0.3,0.2,116,0.16,0.02,0.02,0,0.03,3.8
D2400302,水果類,加州紅李(進口),58,83.0,0.8,0.3,15.3,1.5,4,168,5,8,0.1,0.3,420,0.49,0.02,0.05,0.39,0.05,10.8
D2400303,水果類,加州蜜李(進口),63,81.1,1.3,0.1,17.1,2.1,0,209,8,9,0,0.7,479,0.68,0.04,0.02,0.43,0.07,3.8
D2400304,水果類,香水李,35,89.9,0.7,0.3,8.8,0.6,0,148,4,7,0.7,0.4,150,0.20,0.02,0.02,0,0.01,2.8
D2400305,水果類,桃接李(大),36,89.6,0.6,0.3,9.2,1.2,1,122,5,6,0.2,0.2,437,0.42,0.02,0.02,0.23,0.04,1.3
D2400306,水果類,桃接李(小),33,90.1,0.7,0.4,8.5,1.9,0,158,7,7,0.1,0.4,689,0.52,0.02,0.03,0,0.05,3.0
D2400307,水果類,蜜棗李(進口),51,85.2,0.6,0.2,13.6,1.4,0,174,6,6,0.2,0.1,0,0.28,0.02,0,0.22,0.07,3.1
D2400401,水果類,黃肉李,34,90.1,0.4,0.2,8.9,0.9,0,128,4,5,0.7,0.4,112,0.30,0.02,0.01,0,0.01,2.4
D2400501,水果類,黑李,55,83.9,0.7,0.2,14.7,1.4,0,146,5,7,0.1,0.3,185,0.66,0.02,0.02,0.52,0.04,3.2
D2500101,水果類,枇杷,36,89.1,0.3,0.2,9.8,0.9,4,173,12,8,0.2,2.5,1347,0.39,0.03,0.04,0.59,0.09,3.9
D2600101,水果類,筆柿,63,80.6,0.6,0.1,18.3,4.0,2,156,7,5,0.3,0.1,815,0.43,0.04,0.01,0.34,0,18.6
D27002,水果類,甜柿平均值,55,84.0,0.5,0.1,15.2,1.2,3,131,8,5,0.4,0.2,639,0.12,0.02,0.02,0.37,0.05,44.8
D2700201,水果類,富有甜柿(大雪山),55,84.2,0.4,0.1,15.1,1.1,0,124,8,5,0.2,0.3,133,0.17,0.02,0.02,0.36,0.06,13.6
D2700202,水果類,甜柿(進口),55,83.7,0.6,0.1,15.3,1.4,5,138,7,6,0.7,0.1,1105,0.07,0.02,0.02,0.38,0.04,75.9
D2700301,水果類,牛心柿,56,82.6,0.5,0.2,16.5,4.0,3,159,9,8,0.2,0.2,510,0.15,0.03,0,0.24,0.06,33.7
D2700401,水果類,四周柿,59,81.4,0.5,0.1,17.6,4.4,0,197,10,9,0.3,0,1168,0.71,0.04,0.01,0.50,0,10.6
D2700501,水果類,柿餅,175,44.5,1.7,0.2,52.2,12.6,4,611,23,24,0.8,0.2,280,0.70,0.04,0.01,0.86,0.11,2.9
D28001,水果類,水蜜桃平均值,37,88.8,0.9,0.2,9.7,1.7,2,205,5,8,0.2,0.3,131,0.97,0.01,0.03,0.47,0.03,6.6
D2800101,水果類,水蜜桃,38,88.6,0.9,0.1,9.9,1.3,3,187,5,9,0.2,0.4,244,1.20,0.01,0.03,0.77,0.03,6.6
D2800102,水果類,甜蜜桃,36,88.9,0.9,0.2,9.6,2.0,0,224,5,8,0.3,0.2,17,0.74,0.01,0.04,0.16,0.03,6.6
D28002,水果類,脆桃平均值,40,87.3,0.9,0.1,11.1,2.5,2,217,7,9,0.4,0.3,108,0.85,0.01,0.02,0.54,0.04,6.1
D2800201,水果類,白油桃,33,89.6,0.6,0.1,9.3,2.6,1,182,5,7,0.3,0.2,0,0.32,0.03,0.02,0.38,0.09,2.7
D2800202,水果類,玫瑰桃,48,85.3,1.2,0.1,12.8,1.7,7,200,7,10,0.2,0.1,433,0,0,0.03,0.80,0,6.0
D2800203,水果類,福壽桃,42,86.4,0.9,0.2,11.9,3.1,0,238,9,10,0.3,0.5,0,1.08,0.01,0.03,0.86,0.02,8.5
D2800204,水果類,鶯哥桃,38,87.9,1.0,0.2,10.5,2.7,0,249,6,8,0.6,0.5,0,1.15,0.01,0.03,0.11,0.02,7.4
D2800301,水果類,蟠桃,43,87.3,0.9,0.2,11.3,1.7,0,185,13,9,0.3,0.4,0,0.80,0.01,0.04,0.65,0.03,6.8
D2900101,水果類,胭脂梅,31,90,0.5,0.1,8.8,2.0,1,245,8,8,0.2,0.1,289,1.91,0.03,0.03,0.52,0.09,4.9
D30001,水果類,西洋梨平均值,49,85.3,0.3,0.2,14.1,2.1,0,112,9,6,0.2,0.1,9,0.13,0.01,0.02,0.17,0.02,4.6
D3000101,水果類,西洋梨(青皮),58,82.8,0.3,0.2,16.5,2.6,0,119,8,7,0.1,0.1,27,0.20,0.01,0.02,0.27,0,6.6
D3000102,水果類,西洋梨(紅皮),50,85.3,0.3,0.2,13.9,1.8,1,122,8,5,0.1,0.1,1,0.10,0.01,0.02,0,0.03,4.7
D3000103,水果類,西洋梨(黃皮),41,87.7,0.2,0.1,11.8,1.9,0,96,11,7,0.3,0.2,0,0.08,0.02,0.02,0.24,0.04,2.5
D3000201,水果類,幸水梨,32,90.4,0.4,0,9.0,1.2,0,107,5,6,0,0,0,0,0.03,0.02,0.03,0.01,2.9
D3000202,水果類,大雪梨,40,88.1,0.3,0.1,11.1,1.1,0,147,3,6,0.2,0.1,0,0.16,0.03,0.01,0.41,0.03,4.7
D3000203,水果類,新世紀梨,39,88.3,0.4,0.2,10.7,1.8,6,115,3,5,0.1,0.2,0,0.24,0.02,0.02,0.31,0.01,4.2
D3000204,水果類,新興梨,42,87.5,0.2,0.1,11.9,1.4,0,145,2,6,0,0.4,0,0.02,0.03,0.02,0.18,0.08,2.9
D3000205,水果類,橫山梨,44,86.8,0.4,0.1,12.4,1.9,5,131,2,6,0.1,0.3,0,0.20,0.02,0.06,0.17,0.05,3.1
D3000206,水果類,豐水梨,35,89.7,0.5,0.1,9.4,1.0,0,157,2,6,0.1,0.2,0,0.13,0.04,0.02,0.20,0.01,4.6
D3000301,水果類,將軍蜜梨,48,86.0,0.4,0.1,13.3,0.9,0,114,12,7,0.7,0.4,0,0.10,0.04,0.02,0.47,0.04,1.9
D3000302,水果類,梨山蜜梨,45,86.6,0.3,0.1,12.6,1.6,0,123,1,4,0,0.1,0,0.06,0.03,0.03,0.48,0,2.9
D31001,水果類,印度棗平均值(大),41,87.7,1.1,0.1,10.7,1.6,2,191,7,5,0.3,0.2,80,0.13,0.02,0.03,1.15,0.04,36.5
D3100101,水果類,印度棗(長形),40,87.8,1.2,0.2,10.4,1.7,4,208,6,6,0.2,0.2,68,0.08,0.02,0.03,1.83,0.03,35.8
D3100102,水果類,蜜棗(圓形),41,87.6,0.9,0.1,11.0,1.6,1,174,8,5,0.3,0.2,75,0.18,0.03,0.03,0.47,0.04,37.2
D3100201,水果類,珍珠蜜棗,42,86.7,1.1,0,11.7,2.2,1,248,8,7,0.4,0.3,71,0.20,0.03,0.04,0.43,0.05,25.8
D3100301,水果類,台灣土棗,82,75.1,0.9,0.3,23.0,3.9,1,324,30,16,0.3,0.7,3,0.14,0.11,0.10,0.89,0.25,92.7
